wl	%T
400.00	0.12109699845314
401.00	0.1165269985795
402.00	0.1134810000658
403.00	0.11119599640369
404.00	0.10738799721003
405.00	0.1051030009985
406.00	0.10586400330067
407.00	0.10281799733639
408.00	0.10129500180483
409.00	0.099009901285172
410.00	0.098248302936554
411.00	0.097486697137356
412.00	0.094440199434757
413.00	0.095201797783375
414.00	0.092917002737522
415.00	0.092155396938324
416.00	0.090632103383541
417.00	0.090632103383541
418.00	0.089870497584343
419.00	0.090632103383541
420.00	0.091393798589706
421.00	0.092155396938324
422.00	0.092917002737522
423.00	0.095201797783375
424.00	0.09672500193119
425.00	0.097486697137356
426.00	0.099771499633789
427.00	0.10129500180483
428.00	0.10434100031853
429.00	0.10738799721003
430.00	0.1081489995122
431.00	0.11271899938583
432.00	0.11576499789953
433.00	0.11805000156164
434.00	0.12185800075531
435.00	0.12414299696684
436.00	0.12947399914265
437.00	0.1332830041647
438.00	0.13709099590778
439.00	0.1416600048542
440.00	0.1477530002594
441.00	0.15232299268246
442.00	0.15917800366879
443.00	0.16374699771404
444.00	0.17060199379921
445.00	0.1759330034256
446.00	0.1820259988308
447.00	0.18887999653816
448.00	0.19497300684452
449.00	0.20182800292969
450.00	0.20868200063705
451.00	0.21629899740219
452.00	0.22391499578953
453.00	0.23076899349689
454.00	0.23762400448322
455.00	0.2467630058527
456.00	0.25514099001884
457.00	0.26351898908615
458.00	0.27189600467682
459.00	0.28103598952293
460.00	0.29017499089241
461.00	0.30007600784302
462.00	0.30921500921249
463.00	0.32063999772072
464.00	0.33054101467133
465.00	0.34196498990059
466.00	0.3518660068512
467.00	0.36329001188278
468.00	0.37547600269318
469.00	0.38690000772476
470.00	0.39832401275635
471.00	0.41051000356674
472.00	0.42193400859833
473.00	0.43411999940872
474.00	0.44630599021912
475.00	0.46077701449394
476.00	0.47296300530434
477.00	0.48667201399803
478.00	0.5003809928894
479.00	0.5140900015831
480.00	0.5293220281601
481.00	0.54303097724915
482.00	0.55750197172165
483.00	0.57121098041534
484.00	0.58491998910904
485.00	0.59862899780273
486.00	0.61157697439194
487.00	0.62680900096893
488.00	0.63899499177933
489.00	0.65346497297287
490.00	0.66641300916672
491.00	0.68088400363922
492.00	0.69535398483276
493.00	0.70982497930527
494.00	0.72353398799896
495.00	0.73724299669266
496.00	0.75171399116516
497.00	0.76466101408005
498.00	0.77913200855255
499.00	0.79360198974609
500.00	0.80502700805664
501.00	0.81873601675034
502.00	0.83244502544403
503.00	0.84539198875427
504.00	0.85681599378586
505.00	0.86824101209641
506.00	0.87890297174454
507.00	0.88956600427628
508.00	0.90022802352905
509.00	0.90936797857285
510.00	0.91926902532578
511.00	0.92764699459076
512.00	0.93678599596024
513.00	0.94440197944641
514.00	0.95125699043274
515.00	0.95963400602341
516.00	0.96496599912643
517.00	0.97105902433395
518.00	0.97715198993683
519.00	0.98096001148224
520.00	0.984767973423
521.00	0.98857599496841
522.00	0.99162197113037
523.00	0.99466902017593
524.00	0.99619197845459
525.00	0.99771499633789
526.00	0.99923801422119
527.00	1
528.00	1
529.00	1
530.00	0.99923801422119
531.00	0.9984769821167
532.00	0.99619197845459
533.00	0.99314498901367
534.00	0.98933702707291
535.00	0.9862909913063
536.00	0.98096001148224
537.00	0.97486698627472
538.00	0.96877402067184
539.00	0.96115797758102
540.00	0.95278000831604
541.00	0.94440197944641
542.00	0.93297797441483
543.00	0.92307698726654
544.00	0.91241401433945
545.00	0.89946699142456
546.00	0.88499599695206
547.00	0.86976397037506
548.00	0.85300797224045
549.00	0.8362529873848
550.00	0.81797397136688
551.00	0.79893398284912
552.00	0.7798929810524
553.00	0.75856798887253
554.00	0.73800498247147
555.00	0.71667897701263
556.00	0.69611597061157
557.00	0.67326700687408
558.00	0.65194201469421
559.00	0.62909400463104
560.00	0.60776901245117
561.00	0.58491998910904
562.00	0.56283301115036
563.00	0.54074597358704
564.00	0.51789802312851
565.00	0.49581098556519
566.00	0.47372400760651
567.00	0.45087599754333
568.00	0.42955100536346
569.00	0.40746399760246
570.00	0.38690000772476
571.00	0.3663370013237
572.00	0.34653499722481
573.00	0.32673299312592
574.00	0.30693098902702
575.00	0.2878899872303
576.00	0.26961201429367
577.00	0.25285598635674
578.00	0.23610100150108
579.00	0.22086800634861
580.00	0.20563599467278
581.00	0.19116500020027
582.00	0.17669500410557
583.00	0.16374699771404
584.00	0.15080000460148
585.00	0.13785199820995
586.00	0.12566600739956
587.00	0.11424200236797
588.00	0.10357999801636
589.00	0.09367860108614
590.00	0.084539197385311
591.00	0.076161496341228
592.00	0.068545296788216
593.00	0.063213996589184
594.00	0.055597901344299
595.00	0.049504898488522
596.00	0.043411999940872
597.00	0.038842301815748
598.00	0.034272700548172
599.00	0.030464600771666
600.00	0.025894900783896
601.00	0.022086799144745
602.00	0.019040400162339
603.00	0.015993900597095
604.00	0.012185799889266
605.00	0.0099009899422526
606.00	0.0076161501929164
607.00	0.0053313001990318
608.00	0.003808069974184
609.00	0.0015232299920171
610.00	9.9999997473788E-6
611.00	9.9999997473788E-6
612.00	9.9999997473788E-6
613.00	9.9999997473788E-6
614.00	9.9999997473788E-6
615.00	9.9999997473788E-6
616.00	9.9999997473788E-6
617.00	9.9999997473788E-6
618.00	9.9999997473788E-6
619.00	9.9999997473788E-6
620.00	9.9999997473788E-6
621.00	9.9999997473788E-6
622.00	9.9999997473788E-6
623.00	9.9999997473788E-6
624.00	9.9999997473788E-6
625.00	9.9999997473788E-6
