wl	%T
686.00	0.91200000047684
687.00	0.93000000715256
688.00	0.9559999704361
689.00	0.97000002861023
690.00	0.98000001907349
691.00	0.99000000953674
692.00	0.99599999189377
693.00	1
694.00	0.99599999189377
695.00	0.98600000143051
696.00	0.97600001096725
697.00	0.96299999952316
698.00	0.94800001382828
699.00	0.92599999904633
700.00	0.90600001811981
701.00	0.89300000667572
702.00	0.86699998378754
703.00	0.84500002861023
704.00	0.81699997186661
705.00	0.7960000038147
706.00	0.76499998569489
707.00	0.74800002574921
708.00	0.716000020504
709.00	0.69700002670288
710.00	0.6700000166893
711.00	0.65200001001358
712.00	0.63200002908707
713.00	0.60500001907349
714.00	0.5809999704361
715.00	0.56300002336502
716.00	0.53700000047684
717.00	0.51700001955032
718.00	0.5009999871254
719.00	0.47999998927116
720.00	0.46299999952316
721.00	0.44900000095367
722.00	0.43299999833107
723.00	0.41999998688698
724.00	0.41100001335144
725.00	0.39399999380112
726.00	0.38400000333786
727.00	0.3759999871254
728.00	0.36100000143051
729.00	0.34900000691414
730.00	0.34200000762939
731.00	0.33300000429153
732.00	0.32499998807907
733.00	0.31799998879433
734.00	0.31000000238419
735.00	0.30500000715256
736.00	0.29899999499321
737.00	0.29100000858307
738.00	0.28299999237061
739.00	0.27799999713898
740.00	0.27399998903275
741.00	0.27099999785423
742.00	0.266999989748
743.00	0.26399999856949
744.00	0.26100000739098
745.00	0.25499999523163
746.00	0.25
747.00	0.24899999797344
748.00	0.24699999392033
749.00	0.2419999986887
750.00	0.23999999463558
751.00	0.23700000345707
752.00	0.23600000143051
753.00	0.23600000143051
754.00	0.23100000619888
755.00	0.22699999809265
756.00	0.22800000011921
757.00	0.22699999809265
758.00	0.22100000083447
759.00	0.21699999272823
760.00	0.21699999272823
761.00	0.2119999974966
762.00	0.20900000631809
763.00	0.2039999961853
764.00	0.20800000429153
765.00	0.20100000500679
766.00	0.195999994874
767.00	0.19200000166893
768.00	0.18999999761581
769.00	0.1870000064373
770.00	0.17800000309944
771.00	0.17800000309944
772.00	0.17200000584126
773.00	0.17000000178814
774.00	0.16200000047684
775.00	0.16099999845028
776.00	0.15600000321865
777.00	0.15500000119209
778.00	0.14900000393391
779.00	0.14800000190735
780.00	0.14399999380112
781.00	0.13799999654293
782.00	0.13199999928474
783.00	0.13199999928474
784.00	0.12399999797344
785.00	0.12200000137091
786.00	0.1169999986887
787.00	0.11500000208616
788.00	0.11200000345707
789.00	0.10999999940395
790.00	0.10300000011921
791.00	0.10400000214577
792.00	0.097000002861023
793.00	0.094999998807907
794.00	0.092000000178814
795.00	0.092000000178814
796.00	0.086000002920628
797.00	0.08500000089407
798.00	0.082000002264977
799.00	0.082000002264977
800.00	0.076999999582767
801.00	0.074000000953674
802.00	0.07599999755621
803.00	0.071999996900558
804.00	0.071000002324581
805.00	0.070000000298023
806.00	0.065999999642372
807.00	0.064999997615814
808.00	0.063000001013279
809.00	0.059999998658895
810.00	0.061000000685453
811.00	0.05799999833107
812.00	0.057000000029802
813.00	0.054999999701977
814.00	0.052999999374151
815.00	0.054000001400709
816.00	0.052999999374151
817.00	0.0489999987185
818.00	0.050000000745058
819.00	0.048000000417233
820.00	0.0489999987185
821.00	0.050000000745058
822.00	0.050999999046326
823.00	0.050000000745058
824.00	0.045000001788139
825.00	0.045000001788139
826.00	0.041999999433756
827.00	0.041999999433756
828.00	0.03999999910593
829.00	0.039000000804663
830.00	0.037000000476837
831.00	0.037000000476837
832.00	0.037000000476837
833.00	0.037999998778105
834.00	0.035000000149012
835.00	0.037999998778105
836.00	0.037000000476837
837.00	0.035000000149012
838.00	0.037000000476837
839.00	0.034000001847744
840.00	0.032999999821186
841.00	0.030999999493361
842.00	0.029999999329448
843.00	0.028999999165535
844.00	0.028999999165535
845.00	0.028000000864267
846.00	0.028999999165535
847.00	0.027000000700355
848.00	0.028000000864267
849.00	0.028999999165535
850.00	0.027000000700355
851.00	0.026000000536442
852.00	0.023000000044703
853.00	0.024000000208616
854.00	0.023000000044703
855.00	0.024000000208616
856.00	0.024000000208616
857.00	0.020999999716878
858.00	0.021999999880791
859.00	0.024000000208616
860.00	0.021999999880791
861.00	0.021999999880791
862.00	0.023000000044703
863.00	0.021999999880791
864.00	0.021999999880791
865.00	0.021999999880791
866.00	0.023000000044703
867.00	0.020999999716878
868.00	0.020999999716878
869.00	0.025000000372529
870.00	0.021999999880791
871.00	0.021999999880791
872.00	0.023000000044703
873.00	0.024000000208616
874.00	0.024000000208616
875.00	0.024000000208616
876.00	0.023000000044703
877.00	0.021999999880791
878.00	0.023000000044703
879.00	0.020999999716878
880.00	0.020999999716878
881.00	0.018999999389052
882.00	0.021999999880791
883.00	0.024000000208616
884.00	0.019999999552965
885.00	0.021999999880791
886.00	0.020999999716878
887.00	0.021999999880791
888.00	0.020999999716878
889.00	0.020999999716878
890.00	0.020999999716878
891.00	0.020999999716878
892.00	0.021999999880791
893.00	0.020999999716878
894.00	0.023000000044703
895.00	0.023000000044703
896.00	0.025000000372529
897.00	0.026000000536442
898.00	0.028999999165535
899.00	0.027000000700355
900.00	0.027000000700355
