wl	%T
300.00	0.05434500053525
301.00	0.054088700562716
302.00	0.053319700062275
303.00	0.052935101091862
304.00	0.052550598978996
305.00	0.05203789845109
306.00	0.051653400063515
307.00	0.051525201648474
308.00	0.051140699535608
309.00	0.051012601703405
310.00	0.050884399563074
311.00	0.050243500620127
312.00	0.049602698534727
313.00	0.049090001732111
314.00	0.047936398535967
315.00	0.046526499092579
316.00	0.044860299676657
317.00	0.042553201317787
318.00	0.039989799261093
319.00	0.037170000374317
320.00	0.033581100404263
321.00	0.030889499932528
322.00	0.028326099738479
323.00	0.02524990029633
324.00	0.022814700379968
325.00	0.020507600158453
326.00	0.01781589910388
327.00	0.015893399715424
328.00	0.014483500272036
329.00	0.012432700023055
330.00	0.010894600301981
331.00	0.0097410902380943
332.00	0.0084593696519732
333.00	0.0074339900165796
334.00	0.0065367901697755
335.00	0.005639580078423
336.00	0.0046141999773681
337.00	0.0038451699074358
338.00	0.003332480089739
339.00	0.003332480089739
340.00	0.0032043100800365
341.00	0.0024352699983865
342.00	0.0024352699983865
343.00	0.0021789299789816
344.00	0.0017944100545719
345.00	0.001922579947859
346.00	0.0017944100545719
347.00	0.0017944100545719
348.00	0.0017944100545719
349.00	0.0017944100545719
350.00	0.0017944100545719
351.00	0.0020507599692792
352.00	0.0017944100545719
353.00	0.001922579947859
354.00	0.0016662400448695
355.00	0.0017944100545719
356.00	0.0021789299789816
357.00	0.0020507599692792
358.00	0.0021789299789816
359.00	0.0023070999886841
360.00	0.0020507599692792
361.00	0.0023070999886841
362.00	0.0026916200295091
363.00	0.0026916200295091
364.00	0.0026916200295091
365.00	0.0026916200295091
366.00	0.0028197900392115
367.00	0.0030761300586164
368.00	0.002947960048914
369.00	0.0030761300586164
370.00	0.0037169998977333
371.00	0.0038451699074358
372.00	0.0039733401499689
373.00	0.0043578599579632
374.00	0.0044860299676657
375.00	0.0047423699870706
376.00	0.0052550598047674
377.00	0.0053832298144698
378.00	0.005639580078423
379.00	0.0058959200978279
380.00	0.0061522698961198
381.00	0.0065367901697755
382.00	0.0069213001988828
383.00	0.0076903398148715
384.00	0.0083312001079321
385.00	0.0092283999547362
386.00	0.009997439570725
387.00	0.010638300329447
388.00	0.011022799648345
389.00	0.011791800148785
390.00	0.012560900300741
391.00	0.013329899869859
392.00	0.013970799744129
393.00	0.014611599966884
394.00	0.015765199437737
395.00	0.017046900466084
396.00	0.018200499936938
397.00	0.019354000687599
398.00	0.020892100408673
399.00	0.022173799574375
400.00	0.023711899295449
401.00	0.025634499266744
402.00	0.027172500267625
403.00	0.028710599988699
404.00	0.030889499932528
405.00	0.032555799931288
406.00	0.034350201487541
407.00	0.036913599818945
408.00	0.039092499762774
409.00	0.041399601846933
410.00	0.044603999704123
411.00	0.047295600175858
412.00	0.04973080009222
413.00	0.053191501647234
414.00	0.05601130053401
415.00	0.058959200978279
416.00	0.063188903033733
417.00	0.066649600863457
418.00	0.069982096552849
419.00	0.074852600693703
420.00	0.078697800636292
421.00	0.082671098411083
422.00	0.088438898324966
423.00	0.092924900352955
424.00	0.097539097070694
425.00	0.10420399904251
426.00	0.10945899784565
427.00	0.11509899795055
428.00	0.12291699647903
429.00	0.1289409995079
430.00	0.13509400188923
431.00	0.14393700659275
432.00	0.15073099732399
433.00	0.15803599357605
434.00	0.16803400218487
435.00	0.17572399973869
436.00	0.18367099761963
437.00	0.19494999945164
438.00	0.20353800058365
439.00	0.21276600658894
440.00	0.22584000229836
441.00	0.23583699762821
442.00	0.24621899425983
443.00	0.26134300231934
444.00	0.27287900447845
445.00	0.28492701053619
446.00	0.30235800147057
447.00	0.31543201208115
448.00	0.32876199483871
449.00	0.34721899032593
450.00	0.36067700386047
451.00	0.37464800477028
452.00	0.39464199542999
453.00	0.40963900089264
454.00	0.42476299405098
455.00	0.44539898633957
456.00	0.46065101027489
457.00	0.47603198885918
458.00	0.49679601192474
459.00	0.51191997528076
460.00	0.52704399824142
461.00	0.54716700315475
462.00	0.56126600503922
463.00	0.5752369761467
464.00	0.5940780043602
465.00	0.60728001594543
466.00	0.62009698152542
467.00	0.63727301359177
468.00	0.64957702159882
469.00	0.66201001405716
470.00	0.67892801761627
471.00	0.69136101007462
472.00	0.70392197370529
473.00	0.72186601161957
474.00	0.73596501350403
475.00	0.75057697296143
476.00	0.77134102582932
477.00	0.78761899471283
478.00	0.80453699827194
479.00	0.82876199483871
480.00	0.84696197509766
481.00	0.86580401659012
482.00	0.89182299375534
483.00	0.91027998924255
484.00	0.92771100997925
485.00	0.94962799549103
486.00	0.96385502815247
487.00	0.97615998983383
488.00	0.98961800336838
489.00	0.99615502357483
490.00	1
491.00	0.99846202135086
492.00	0.99307900667191
493.00	0.98346602916718
494.00	0.96308600902557
495.00	0.94270700216293
496.00	0.91784197092056
497.00	0.87695497274399
498.00	0.84234797954559
499.00	0.80376797914505
500.00	0.74545001983643
501.00	0.69982099533081
502.00	0.65252500772476
503.00	0.5861319899559
504.00	0.5370420217514
505.00	0.48846399784088
506.00	0.42425000667572
507.00	0.38015899062157
508.00	0.33850300312042
509.00	0.28608000278473
510.00	0.25147399306297
511.00	0.21955899894238
512.00	0.18059499561787
513.00	0.15598599612713
514.00	0.13381199538708
515.00	0.10792099684477
516.00	0.092027701437473
517.00	0.078313298523426
518.00	0.06216349825263
519.00	0.052550598978996
520.00	0.044475801289082
521.00	0.035503700375557
522.00	0.030376799404621
523.00	0.025890799239278
524.00	0.020763900130987
525.00	0.017944099381566
526.00	0.01538070011884
527.00	0.012304499745369
528.00	0.01076649967581
