wl	%T
725.00	0.028960600495338
726.00	0.036847300827503
727.00	0.041014898568392
728.00	0.046257499605417
729.00	0.051679901778698
730.00	0.059038400650024
731.00	0.063750602304935
732.00	0.071978598833084
733.00	0.077966600656509
734.00	0.085256598889828
735.00	0.094295799732208
736.00	0.10593199729919
737.00	0.11625099927187
738.00	0.1261530071497
739.00	0.13797000050545
740.00	0.15616700053215
741.00	0.16702400147915
742.00	0.18252700567245
743.00	0.19800500571728
744.00	0.21922700107098
745.00	0.24359099566936
746.00	0.27037999033928
747.00	0.28498300909996
748.00	0.3179369866848
749.00	0.33792001008987
750.00	0.3735040128231
751.00	0.4016529917717
752.00	0.42708298563957
753.00	0.45645600557327
754.00	0.48822200298309
755.00	0.52457898855209
756.00	0.54717600345612
757.00	0.58520501852036
758.00	0.61901599168777
759.00	0.64670902490616
760.00	0.6741110086441
761.00	0.71155697107315
762.00	0.73382097482681
763.00	0.77930200099945
764.00	0.79763001203537
765.00	0.82838600873947
766.00	0.84897899627686
767.00	0.87194299697876
768.00	0.89994901418686
769.00	0.91439700126648
770.00	0.93199598789215
771.00	0.94897800683975
772.00	0.9675430059433
773.00	0.98329800367355
774.00	0.99029701948166
775.00	0.99724102020264
776.00	1
777.00	0.9985259771347
778.00	0.99539697170258
779.00	0.99291998147964
780.00	0.99079698324203
781.00	0.98316097259521
782.00	0.97248101234436
783.00	0.96769601106644
784.00	0.95967799425125
785.00	0.94399899244308
786.00	0.9205549955368
787.00	0.91131097078323
788.00	0.89203500747681
789.00	0.87947702407837
790.00	0.85667300224304
791.00	0.83767998218536
792.00	0.81184202432632
793.00	0.78011000156403
794.00	0.75373601913452
795.00	0.72890901565552
796.00	0.70688998699188
797.00	0.67907899618149
798.00	0.64783400297165
799.00	0.61955100297928
800.00	0.58088499307632
801.00	0.56620699167252
802.00	0.52051001787186
803.00	0.50658601522446
804.00	0.48141199350357
805.00	0.45523101091385
806.00	0.44586899876595
807.00	0.41360500454903
808.00	0.39681801199913
809.00	0.38457098603249
810.00	0.35973399877548
811.00	0.3466539978981
812.00	0.3313649892807
813.00	0.31927800178528
814.00	0.31351599097252
815.00	0.28670400381088
816.00	0.27067500352859
817.00	0.26867899298668
818.00	0.2599770128727
819.00	0.2542220056057
820.00	0.22898100316525
821.00	0.23299600183964
822.00	0.21520699560642
823.00	0.20867599546909
824.00	0.19466499984264
825.00	0.18653300404549
826.00	0.18893000483513
827.00	0.17313200235367
828.00	0.16673099994659
829.00	0.15890799462795
830.00	0.14833900332451
831.00	0.14580799639225
832.00	0.14144599437714
833.00	0.14455200731754
834.00	0.13844799995422
835.00	0.1412820070982
836.00	0.13611100614071
837.00	0.1327890008688
838.00	0.13004100322723
839.00	0.1246469989419
840.00	0.12201000005007
841.00	0.12326300144196
842.00	0.11189799755812
843.00	0.11219199746847
844.00	0.10289199650288
845.00	0.10769599676132
846.00	0.096949100494385
847.00	0.098655596375465
848.00	0.090713798999786
849.00	0.092006601393223
850.00	0.084861800074577
851.00	0.081157401204109
852.00	0.087155900895596
853.00	0.075290098786354
854.00	0.070757903158665
855.00	0.066088102757931
856.00	0.065485596656799
857.00	0.06309399753809
858.00	0.061444699764252
859.00	0.061160501092672
860.00	0.059492100030184
